Date,Seller_Name,Product_Type,Quantity,Price_Per_Unit,Total_Amount,Daily_Total,Daily_Items_Sold
06-01-2023,Tea_Bench,TEA AND COFFEE,263,18,4538,,
07-01-2023,Coronation_bakery,BISCUIT,10,72,715,18645,759
07-01-2023,Coronation_bakery,BROWNIE,13,47,602,,
07-01-2023,Coronation_bakery,BUN,63,19,1176,,
07-01-2023,Coronation_bakery,CAKE,177,31,5469,,
07-01-2023,Coronation_bakery,FRESH CREAM CAKE,3,43,127,,
07-01-2023,Tea_Bench,ICE TEA,5,20,100,,
07-01-2023,Shanmuga_Nadar,KAARAM,17,59,995,,
07-01-2023,Coronation_bakery,MACAROON,9,87,780,,
07-01-2023,Tea_Bench,MILKSHAKE,1,100,100,,
07-01-2023,Nomadic_Bites,PUFFS,82,15,1230,,
07-01-2023,Coronation_bakery,RUSK & BREAD,20,65,1289,,
07-01-2023,Coronation_bakery,SWEETS,27,17,450,,
07-01-2023,Tea_Bench,TEA AND COFFEE,332,17,5612,,
08-01-2023,Coronation_bakery,BISCUIT,6,59,350,14135,497
08-01-2023,Coronation_bakery,BROWNIE,12,56,672,,
08-01-2023,Coronation_bakery,BUN,32,19,584,,
08-01-2023,Coronation_bakery,CAKE,161,34,5452,,
08-01-2023,Coronation_bakery,FRESH CREAM CAKE,6,41,246,,
08-01-2023,Tea_Bench,ICE TEA,7,26,180,,
08-01-2023,Shanmuga_Nadar,KAARAM,22,57,1250,,
08-01-2023,Coronation_bakery,MACAROON,4,65,260,,
08-01-2023,Tea_Bench,MILKSHAKE,1,100,100,,
08-01-2023,Nomadic_Bites,PUFFS,45,15,675,,
08-01-2023,Coronation_bakery,RUSK & BREAD,14,72,997,,
08-01-2023,Coronation_bakery,SWEETS,16,16,255,,
08-01-2023,Tea_Bench,TEA AND COFFEE,171,19,3114,,
09-01-2023,Coronation_bakery,BISCUIT,6,59,350,14159,634
09-01-2023,Coronation_bakery,BROWNIE,9,47,423,,
09-01-2023,Coronation_bakery,BUN,16,20,313,,
09-01-2023,Coronation_bakery,CAKE,77,39,2953,,
09-01-2023,Coronation_bakery,FRESH CREAM CAKE,13,42,544,,
09-01-2023,Tea_Bench,ICE TEA,2,20,40,,
09-01-2023,Shanmuga_Nadar,KAARAM,26,37,955,,
09-01-2023,Coronation_bakery,MACAROON,3,109,325,,
09-01-2023,Nomadic_Bites,PUFFS,124,16,1968,,
09-01-2023,Coronation_bakery,RUSK & BREAD,10,63,623,,
09-01-2023,Coronation_bakery,SWEETS,1,30,30,,
09-01-2023,Tea_Bench,TEA AND COFFEE,347,17,5635,,
10-01-2023,Coronation_bakery,BISCUIT,8,69,550,17759,723
10-01-2023,Coronation_bakery,BROWNIE,21,49,1014,,
10-01-2023,Coronation_bakery,BUN,39,18,696,,
10-01-2023,Coronation_bakery,CAKE,147,37,5307,,
10-01-2023,Coronation_bakery,FRESH CREAM CAKE,6,41,245,,
10-01-2023,Tea_Bench,ICE TEA,3,20,60,,
10-01-2023,Shanmuga_Nadar,KAARAM,22,60,1310,,
10-01-2023,Coronation_bakery,MACAROON,4,65,260,,
10-01-2023,Nomadic_Bites,PUFFS,107,16,1656,,
10-01-2023,Coronation_bakery,RUSK & BREAD,19,61,1142,,
10-01-2023,Coronation_bakery,SWEETS,2,15,30,,
10-01-2023,Tea_Bench,TEA AND COFFEE,345,16,5489,,
11-01-2023,Coronation_bakery,BISCUIT,5,60,300,15974,683
11-01-2023,Coronation_bakery,BROWNIE,18,47,846,,
11-01-2023,Coronation_bakery,BUN,42,18,749,,
11-01-2023,Coronation_bakery,CAKE,163,34,5488,,
11-01-2023,Coronation_bakery,FRESH CREAM CAKE,10,43,425,,
11-01-2023,Tea_Bench,ICE TEA,4,20,80,,
11-01-2023,Shanmuga_Nadar,KAARAM,8,34,265,,
11-01-2023,Coronation_bakery,MACAROON,4,65,260,,
11-01-2023,Nomadic_Bites,PUFFS,107,16,1653,,
11-01-2023,Coronation_bakery,RUSK & BREAD,9,55,490,,
11-01-2023,Coronation_bakery,SWEETS,12,18,210,,
11-01-2023,Tea_Bench,TEA AND COFFEE,301,18,5208,,
12-01-2023,Coronation_bakery,BISCUIT,10,75,750,18164,742
12-01-2023,Coronation_bakery,BROWNIE,12,59,699,,
12-01-2023,Coronation_bakery,BUN,54,20,1045,,
12-01-2023,Coronation_bakery,CAKE,119,35,4152,,
12-01-2023,Coronation_bakery,FRESH CREAM CAKE,5,41,205,,
12-01-2023,Tea_Bench,ICE TEA,5,24,120,,
12-01-2023,Shanmuga_Nadar,KAARAM,17,55,930,,
12-01-2023,Coronation_bakery,MACAROON,12,87,1040,,
12-01-2023,Nomadic_Bites,PUFFS,135,16,2088,,
12-01-2023,Coronation_bakery,RUSK & BREAD,21,66,1375,,
12-01-2023,Coronation_bakery,SWEETS,8,21,165,,
12-01-2023,Tea_Bench,TEA AND COFFEE,344,17,5595,,
13-01-2023,Coronation_bakery,BISCUIT,11,65,710,16491,693
13-01-2023,Coronation_bakery,BROWNIE,19,63,1181,,
13-01-2023,Coronation_bakery,BUN,41,19,743,,
13-01-2023,Coronation_bakery,CAKE,138,32,4309,,
13-01-2023,Coronation_bakery,FRESH CREAM CAKE,11,43,466,,
13-01-2023,Tea_Bench,ICE TEA,4,20,80,,
13-01-2023,Shanmuga_Nadar,KAARAM,17,48,805,,
13-01-2023,Nomadic_Bites,PUFFS,107,16,1653,,
13-01-2023,Coronation_bakery,RUSK & BREAD,12,64,759,,
13-01-2023,Coronation_bakery,SWEETS,14,18,240,,
13-01-2023,Tea_Bench,TEA AND COFFEE,319,18,5545,,
14-01-2023,Coronation_bakery,BISCUIT,13,71,915,15967,564
14-01-2023,Coronation_bakery,BROWNIE,12,56,672,,
14-01-2023,Coronation_bakery,BUN,51,19,964,,
14-01-2023,Coronation_bakery,CAKE,163,30,4736,,
14-01-2023,Coronation_bakery,FRESH CREAM CAKE,12,44,525,,
14-01-2023,Tea_Bench,ICE TEA,7,26,180,,
14-01-2023,Shanmuga_Nadar,KAARAM,34,57,1935,,
14-01-2023,Coronation_bakery,MACAROON,9,87,780,,
14-01-2023,Coronation_bakery,RUSK & BREAD,16,63,1003,,
14-01-2023,Coronation_bakery,SWEETS,7,20,135,,
14-01-2023,Tea_Bench,TEA AND COFFEE,240,18,4122,,
18-01-2023,Coronation_bakery,BISCUIT,1,50,50,14554,640
18-01-2023,Coronation_bakery,BROWNIE,4,65,260,,
18-01-2023,Coronation_bakery,BUN,29,19,545,,
18-01-2023,Coronation_bakery,CAKE,76,39,2909,,
18-01-2023,Coronation_bakery,FRESH CREAM CAKE,1,40,40,,
18-01-2023,Tea_Bench,ICE TEA,1,40,40,,
18-01-2023,Shanmuga_Nadar,KAARAM,21,50,1030,,
18-01-2023,Coronation_bakery,MACAROON,3,109,325,,
18-01-2023,Tea_Bench,MILKSHAKE,1,100,100,,
18-01-2023,Nomadic_Bites,PUFFS,126,16,1947,,
18-01-2023,Coronation_bakery,RUSK & BREAD,15,64,956,,
18-01-2023,Coronation_bakery,SWEETS,20,17,330,,
18-01-2023,Tea_Bench,TEA AND COFFEE,342,18,6022,,
19-01-2023,Coronation_bakery,BISCUIT,10,66,660,19264,725
19-01-2023,Coronation_bakery,BROWNIE,7,50,347,,
19-01-2023,Coronation_bakery,BUN,51,19,936,,
19-01-2023,Coronation_bakery,CAKE,145,35,4971,,
19-01-2023,Coronation_bakery,FRESH CREAM CAKE,23,42,961,,
19-01-2023,Tea_Bench,ICE TEA,10,30,300,,
19-01-2023,Shanmuga_Nadar,KAARAM,30,53,1570,,
19-01-2023,Coronation_bakery,MACAROON,7,93,650,,
19-01-2023,Nomadic_Bites,PUFFS,102,16,1572,,
19-01-2023,Coronation_bakery,RUSK & BREAD,25,65,1607,,
19-01-2023,Coronation_bakery,SWEETS,28,17,450,,
19-01-2023,Tea_Bench,TEA AND COFFEE,287,19,5240,,
20-01-2023,Coronation_bakery,BISCUIT,8,70,560,15920,635
20-01-2023,Coronation_bakery,BROWNIE,23,55,1252,,
20-01-2023,Coronation_bakery,BUN,53,19,997,,
20-01-2023,Coronation_bakery,CAKE,99,27,2624,,
20-01-2023,Coronation_bakery,FRESH CREAM CAKE,3,41,122,,
20-01-2023,Tea_Bench,ICE TEA,8,33,260,,
20-01-2023,Shanmuga_Nadar,KAARAM,35,57,1970,,
20-01-2023,Coronation_bakery,MACAROON,1,65,65,,
20-01-2023,Nomadic_Bites,PUFFS,105,16,1623,,
20-01-2023,Coronation_bakery,RUSK & BREAD,18,82,1470,,
20-01-2023,Coronation_bakery,SWEETS,2,23,45,,
20-01-2023,Tea_Bench,TEA AND COFFEE,280,18,4932,,
21-01-2023,Coronation_bakery,BISCUIT,9,62,550,17744,692
21-01-2023,Coronation_bakery,BROWNIE,9,47,423,,
21-01-2023,Coronation_bakery,BUN,23,19,418,,
21-01-2023,Coronation_bakery,CAKE,163,32,5158,,
21-01-2023,Coronation_bakery,FRESH CREAM CAKE,11,42,452,,
21-01-2023,Tea_Bench,ICE TEA,6,30,180,,
21-01-2023,Shanmuga_Nadar,KAARAM,23,54,1225,,
21-01-2023,Coronation_bakery,MACAROON,7,93,650,,
21-01-2023,Tea_Bench,MILKSHAKE,2,100,200,,
21-01-2023,Nomadic_Bites,PUFFS,102,16,1587,,
21-01-2023,Coronation_bakery,RUSK & BREAD,21,60,1254,,
21-01-2023,Coronation_bakery,SWEETS,23,17,375,,
21-01-2023,Tea_Bench,TEA AND COFFEE,293,18,5272,,
22-01-2023,Coronation_bakery,BISCUIT,4,75,300,13071,461
22-01-2023,Coronation_bakery,BROWNIE,16,62,986,,
22-01-2023,Coronation_bakery,BUN,39,20,745,,
22-01-2023,Coronation_bakery,CAKE,114,30,3338,,
22-01-2023,Coronation_bakery,FRESH CREAM CAKE,15,43,637,,
22-01-2023,Tea_Bench,ICE TEA,15,31,460,,
22-01-2023,Shanmuga_Nadar,KAARAM,17,53,890,,
22-01-2023,Coronation_bakery,MACAROON,5,104,520,,
22-01-2023,Nomadic_Bites,PUFFS,46,15,690,,
22-01-2023,Coronation_bakery,RUSK & BREAD,17,77,1293,,
22-01-2023,Coronation_bakery,SWEETS,5,15,75,,
22-01-2023,Tea_Bench,TEA AND COFFEE,168,19,3137,,
23-01-2023,Coronation_bakery,BISCUIT,8,75,600,14007,569
23-01-2023,Coronation_bakery,BROWNIE,7,50,347,,
23-01-2023,Coronation_bakery,BUN,45,20,872,,
23-01-2023,Coronation_bakery,CAKE,93,34,3122,,
23-01-2023,Coronation_bakery,FRESH CREAM CAKE,11,42,460,,
23-01-2023,Tea_Bench,ICE TEA,7,30,210,,
23-01-2023,Shanmuga_Nadar,KAARAM,14,44,605,,
23-01-2023,Coronation_bakery,MACAROON,4,82,325,,
23-01-2023,Nomadic_Bites,PUFFS,117,16,1866,,
23-01-2023,Coronation_bakery,RUSK & BREAD,20,68,1342,,
23-01-2023,Coronation_bakery,SWEETS,4,19,75,,
23-01-2023,Tea_Bench,TEA AND COFFEE,239,18,4183,,
24-01-2023,Coronation_bakery,BISCUIT,3,52,155,15486,640
24-01-2023,Coronation_bakery,BROWNIE,16,47,743,,
24-01-2023,Coronation_bakery,BUN,45,19,816,,
24-01-2023,Coronation_bakery,CAKE,128,32,4068,,
24-01-2023,Coronation_bakery,FRESH CREAM CAKE,8,41,325,,
24-01-2023,Tea_Bench,ICE TEA,8,30,240,,
24-01-2023,Shanmuga_Nadar,KAARAM,20,49,970,,
24-01-2023,Coronation_bakery,MACAROON,7,93,650,,
24-01-2023,Nomadic_Bites,PUFFS,107,16,1656,,
24-01-2023,Coronation_bakery,RUSK & BREAD,13,61,783,,
24-01-2023,Coronation_bakery,SWEETS,2,15,30,,
24-01-2023,Tea_Bench,TEA AND COFFEE,283,18,5050,,
25-01-2023,Coronation_bakery,BISCUIT,13,67,865,17607,714
25-01-2023,Coronation_bakery,BROWNIE,4,59,233,,
25-01-2023,Coronation_bakery,BUN,58,19,1069,,
25-01-2023,Coronation_bakery,CAKE,143,32,4543,,
25-01-2023,Coronation_bakery,FRESH CREAM CAKE,11,43,466,,
25-01-2023,Tea_Bench,ICE TEA,13,31,400,,
25-01-2023,Shanmuga_Nadar,KAARAM,18,44,780,,
25-01-2023,Coronation_bakery,MACAROON,5,91,455,,
25-01-2023,Nomadic_Bites,PUFFS,132,16,2037,,
25-01-2023,Coronation_bakery,RUSK & BREAD,18,69,1229,,
25-01-2023,Coronation_bakery,SWEETS,22,20,435,,
25-01-2023,Tea_Bench,TEA AND COFFEE,277,19,5095,,
26-01-2023,Coronation_bakery,BISCUIT,11,74,810,13821,478
26-01-2023,Coronation_bakery,BROWNIE,11,53,580,,
26-01-2023,Coronation_bakery,BUN,26,20,499,,
26-01-2023,Coronation_bakery,CAKE,96,49,4625,,
26-01-2023,Coronation_bakery,FRESH CREAM CAKE,4,41,162,,
26-01-2023,Tea_Bench,ICE TEA,9,32,280,,
26-01-2023,Shanmuga_Nadar,KAARAM,9,37,325,,
26-01-2023,Coronation_bakery,MACAROON,4,82,325,,
26-01-2023,Nomadic_Bites,PUFFS,54,15,810,,
26-01-2023,Coronation_bakery,RUSK & BREAD,15,64,959,,
26-01-2023,Coronation_bakery,SWEETS,14,15,210,,
26-01-2023,Tea_Bench,TEA AND COFFEE,225,19,4236,,
27-01-2023,Coronation_bakery,BISCUIT,7,66,460,15918,705
27-01-2023,Coronation_bakery,BROWNIE,21,49,1014,,
27-01-2023,Coronation_bakery,BUN,46,18,822,,
27-01-2023,Coronation_bakery,CAKE,149,23,3330,,
27-01-2023,Coronation_bakery,FRESH CREAM CAKE,15,43,633,,
27-01-2023,Tea_Bench,ICE TEA,12,31,370,,
27-01-2023,Shanmuga_Nadar,KAARAM,13,46,595,,
27-01-2023,Coronation_bakery,MACAROON,3,87,260,,
27-01-2023,Nomadic_Bites,PUFFS,112,16,1740,,
27-01-2023,Coronation_bakery,RUSK & BREAD,21,56,1176,,
27-01-2023,Coronation_bakery,SWEETS,27,18,465,,
27-01-2023,Tea_Bench,TEA AND COFFEE,279,19,5053,,
28-01-2023,Coronation_bakery,BISCUIT,10,52,520,15506,632
28-01-2023,Coronation_bakery,BROWNIE,6,65,390,,
28-01-2023,Coronation_bakery,BUN,54,19,996,,
28-01-2023,Coronation_bakery,CAKE,170,26,4328,,
28-01-2023,Coronation_bakery,FRESH CREAM CAKE,8,44,347,,
28-01-2023,Tea_Bench,ICE TEA,12,30,360,,
28-01-2023,Shanmuga_Nadar,KAARAM,16,54,860,,
28-01-2023,Coronation_bakery,MACAROON,5,78,390,,
28-01-2023,Nomadic_Bites,PUFFS,85,15,1275,,
28-01-2023,Coronation_bakery,RUSK & BREAD,21,69,1434,,
28-01-2023,Coronation_bakery,SWEETS,15,21,315,,
28-01-2023,Tea_Bench,TEA AND COFFEE,230,19,4291,,
29-01-2023,Coronation_bakery,BISCUIT,10,67,670,15668,490
29-01-2023,Coronation_bakery,BROWNIE,15,58,867,,
29-01-2023,Coronation_bakery,BUN,44,19,831,,
29-01-2023,Coronation_bakery,CAKE,172,37,6311,,
29-01-2023,Coronation_bakery,FRESH CREAM CAKE,4,41,164,,
29-01-2023,Tea_Bench,ICE TEA,8,33,260,,
29-01-2023,Shanmuga_Nadar,KAARAM,24,57,1365,,
29-01-2023,Coronation_bakery,MACAROON,7,75,520,,
29-01-2023,Nomadic_Bites,PUFFS,44,15,660,,
29-01-2023,Coronation_bakery,RUSK & BREAD,16,74,1177,,
29-01-2023,Coronation_bakery,SWEETS,19,17,315,,
29-01-2023,Tea_Bench,TEA AND COFFEE,127,20,2528,,
30-01-2023,Coronation_bakery,BISCUIT,10,75,750,14669,634
30-01-2023,Coronation_bakery,BROWNIE,10,49,488,,
30-01-2023,Coronation_bakery,BUN,35,20,672,,
30-01-2023,Coronation_bakery,CAKE,145,27,3778,,
30-01-2023,Coronation_bakery,FRESH CREAM CAKE,8,41,324,,
30-01-2023,Tea_Bench,ICE TEA,6,35,210,,
30-01-2023,Shanmuga_Nadar,KAARAM,24,43,1015,,
30-01-2023,Coronation_bakery,MACAROON,3,109,325,,
30-01-2023,Nomadic_Bites,PUFFS,125,16,1986,,
30-01-2023,Coronation_bakery,RUSK & BREAD,8,48,377,,
30-01-2023,Tea_Bench,TEA AND COFFEE,260,19,4744,,
31-01-2023,Coronation_bakery,BISCUIT,5,70,350,15420,596
31-01-2023,Coronation_bakery,BROWNIE,13,57,737,,
31-01-2023,Coronation_bakery,BUN,31,18,557,,
31-01-2023,Coronation_bakery,CAKE,49,64,3121,,
31-01-2023,Coronation_bakery,FRESH CREAM CAKE,13,41,531,,
31-01-2023,Tea_Bench,ICE TEA,14,32,440,,
31-01-2023,Shanmuga_Nadar,KAARAM,19,43,805,,
31-01-2023,Coronation_bakery,MACAROON,4,82,325,,
31-01-2023,Nomadic_Bites,PUFFS,95,16,1470,,
31-01-2023,Coronation_bakery,RUSK & BREAD,11,54,592,,
31-01-2023,Coronation_bakery,SWEETS,5,24,120,,
31-01-2023,Tea_Bench,TEA AND COFFEE,337,19,6372,,
01-02-2023,Coronation_bakery,BISCUIT,7,66,460,20820,982
01-02-2023,Coronation_bakery,BROWNIE,8,59,466,,
01-02-2023,Coronation_bakery,BUN,54,19,1003,,
01-02-2023,Coronation_bakery,CAKE,214,24,4987,,
01-02-2023,Coronation_bakery,FRESH CREAM CAKE,4,42,168,,
01-02-2023,Tea_Bench,ICE TEA,6,30,180,,
01-02-2023,Shanmuga_Nadar,KAARAM,25,51,1270,,
01-02-2023,Coronation_bakery,MACAROON,3,87,260,,
01-02-2023,Tea_Bench,MILKSHAKE,1,100,100,,
01-02-2023,Nomadic_Bites,PUFFS,199,16,3045,,
01-02-2023,Coronation_bakery,RUSK & BREAD,16,68,1078,,
01-02-2023,Coronation_bakery,SWEETS,24,16,375,,
01-02-2023,Tea_Bench,TEA AND COFFEE,421,18,7428,,
02-02-2023,Coronation_bakery,BISCUIT,7,66,460,15063,657
02-02-2023,Coronation_bakery,BROWNIE,6,56,336,,
02-02-2023,Coronation_bakery,BUN,27,18,477,,
02-02-2023,Coronation_bakery,CAKE,152,27,4103,,
02-02-2023,Coronation_bakery,FRESH CREAM CAKE,6,42,251,,
02-02-2023,Tea_Bench,ICE TEA,3,34,100,,
02-02-2023,Shanmuga_Nadar,KAARAM,13,64,820,,
02-02-2023,Coronation_bakery,MACAROON,1,65,65,,
02-02-2023,Nomadic_Bites,PUFFS,137,16,2115,,
02-02-2023,Coronation_bakery,RUSK & BREAD,11,69,758,,
02-02-2023,Coronation_bakery,SWEETS,13,17,210,,
02-02-2023,Tea_Bench,TEA AND COFFEE,281,20,5368,,
03-02-2023,Coronation_bakery,BISCUIT,10,66,655,20236,737
03-02-2023,Coronation_bakery,BROWNIE,31,51,1556,,
03-02-2023,Coronation_bakery,BUN,64,19,1210,,
03-02-2023,Coronation_bakery,CAKE,143,38,5299,,
03-02-2023,Coronation_bakery,FRESH CREAM CAKE,6,45,267,,
03-02-2023,Tea_Bench,ICE TEA,1,30,30,,
03-02-2023,Shanmuga_Nadar,KAARAM,29,57,1625,,
03-02-2023,Coronation_bakery,MACAROON,7,84,585,,
03-02-2023,Nomadic_Bites,PUFFS,114,16,1764,,
03-02-2023,Coronation_bakery,RUSK & BREAD,22,65,1420,,
03-02-2023,Coronation_bakery,SWEETS,23,18,405,,
03-02-2023,Tea_Bench,TEA AND COFFEE,287,19,5420,,
04-02-2023,Coronation_bakery,BISCUIT,8,67,535,14300,543
04-02-2023,Coronation_bakery,BROWNIE,6,61,363,,
04-02-2023,Coronation_bakery,BUN,34,19,624,,
04-02-2023,Coronation_bakery,CAKE,142,31,4322,,
04-02-2023,Coronation_bakery,FRESH CREAM CAKE,6,41,245,,
04-02-2023,Tea_Bench,ICE TEA,7,30,210,,
04-02-2023,Shanmuga_Nadar,KAARAM,19,62,1165,,
04-02-2023,Coronation_bakery,MACAROON,2,65,130,,
04-02-2023,Nomadic_Bites,PUFFS,65,16,1035,,
04-02-2023,Coronation_bakery,RUSK & BREAD,22,64,1400,,
04-02-2023,Coronation_bakery,SWEETS,12,17,195,,
04-02-2023,Tea_Bench,TEA AND COFFEE,220,19,4076,,
05-02-2023,Coronation_bakery,BISCUIT,10,85,850,12714,404
05-02-2023,Coronation_bakery,BROWNIE,14,52,721,,
05-02-2023,Coronation_bakery,BUN,42,20,805,,
05-02-2023,Coronation_bakery,CAKE,107,34,3553,,
05-02-2023,Coronation_bakery,FRESH CREAM CAKE,1,45,45,,
05-02-2023,Tea_Bench,ICE TEA,9,36,320,,
05-02-2023,Shanmuga_Nadar,KAARAM,18,76,1360,,
05-02-2023,Coronation_bakery,MACAROON,4,114,455,,
05-02-2023,Coronation_bakery,RUSK & BREAD,17,70,1175,,
05-02-2023,Coronation_bakery,SWEETS,25,17,405,,
05-02-2023,Tea_Bench,TEA AND COFFEE,157,20,3025,,
06-02-2023,Coronation_bakery,BISCUIT,11,50,550,17957,708
06-02-2023,Coronation_bakery,BROWNIE,12,52,618,,
06-02-2023,Coronation_bakery,BUN,35,19,651,,
06-02-2023,Coronation_bakery,CAKE,134,29,3858,,
06-02-2023,Coronation_bakery,FRESH CREAM CAKE,19,42,793,,
06-02-2023,Tea_Bench,ICE TEA,10,30,300,,
06-02-2023,Shanmuga_Nadar,KAARAM,23,57,1305,,
06-02-2023,Coronation_bakery,MACAROON,9,87,780,,
06-02-2023,Nomadic_Bites,PUFFS,82,17,1338,,
06-02-2023,Coronation_bakery,RUSK & BREAD,17,55,931,,
06-02-2023,Coronation_bakery,SWEETS,5,30,150,,
06-02-2023,Tea_Bench,TEA AND COFFEE,351,20,6683,,
07-02-2023,Coronation_bakery,BISCUIT,3,67,200,13191,565
07-02-2023,Coronation_bakery,BROWNIE,18,49,873,,
07-02-2023,Coronation_bakery,BUN,35,19,651,,
07-02-2023,Coronation_bakery,CAKE,95,25,2336,,
07-02-2023,Coronation_bakery,FRESH CREAM CAKE,4,40,160,,
07-02-2023,Tea_Bench,ICE TEA,10,31,310,,
07-02-2023,Shanmuga_Nadar,KAARAM,9,60,535,,
07-02-2023,Coronation_bakery,MACAROON,7,93,650,,
07-02-2023,Nomadic_Bites,PUFFS,66,16,1032,,
07-02-2023,Coronation_bakery,RUSK & BREAD,14,53,738,,
07-02-2023,Coronation_bakery,SWEETS,5,15,75,,
07-02-2023,Tea_Bench,TEA AND COFFEE,299,19,5631,,
08-02-2023,Coronation_bakery,BISCUIT,15,63,945,17671,673
08-02-2023,Coronation_bakery,BROWNIE,6,56,336,,
08-02-2023,Coronation_bakery,BUN,44,19,803,,
08-02-2023,Coronation_bakery,CAKE,126,36,4519,,
08-02-2023,Coronation_bakery,FRESH CREAM CAKE,7,41,285,,
08-02-2023,Tea_Bench,ICE TEA,4,33,130,,
08-02-2023,Shanmuga_Nadar,KAARAM,20,70,1395,,
08-02-2023,Coronation_bakery,MACAROON,5,78,390,,
08-02-2023,Nomadic_Bites,PUFFS,94,16,1500,,
08-02-2023,Coronation_bakery,RUSK & BREAD,18,56,992,,
08-02-2023,Coronation_bakery,SWEETS,3,15,45,,
